Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Target
0.32962298212773805,0.6764607323616232,1.285984007080293,-0.22425893425164034,-0.30224973045507003,-1.506998398214272,0.2238435633129107,-0.3820089555778202,-52.56583510312494
-0.3702424407043429,-0.9180047698190454,-0.45380404105200106,0.8203217972614217,1.3599485416794843,0.4032645401632468,0.46616642603403075,0.2524966270768724,150.73669005051073
-1.226196191783019,-0.056133020448757114,0.18333919925760125,-0.6872990371566635,-0.11747454641811148,1.6709430327888573,-0.37514711666128386,-0.001385042735095726,-87.77216832276493
0.9444794869904138,-1.3159074105115212,-0.9128222254441586,-0.06824160532463124,1.7133427216493666,1.117016288095853,2.383144774863942,-0.461584604814709,301.67864565999844
-0.8076484876163557,-0.3091144447717088,-1.4465346995633879,1.7327211869191332,0.6845011068591904,0.8002979493400275,-0.18505367100934153,-0.23346666154369272,69.1905018032319
-1.0994007905841945,-0.6945678597313655,0.298238174206056,-0.43515355172163744,1.8492637284793418,1.3263858966870303,0.37642553115562943,-0.14963454032767076,101.56873489799145
-0.4607197873885533,0.6937731526901325,-1.3342584714027534,-0.13370155966843916,1.0777438059762627,-1.3467175057975553,0.6663830820319143,-0.1595734381462669,77.1855872186632
0.587259379399826,-0.507517601657357,-0.5053583172644099,2.497200391587007,-2.245321648371402,-0.8157915419939713,0.8126740421090424,-1.051880102551674,-164.628153156015
0.2656879749662359,0.7199837301431654,0.7231004937377982,-0.1016972745548716,0.019279384513077216,0.024612125247911617,-0.4513030371025261,-1.1029062129553697,-56.163044885525885
-1.2348258203536526,-0.8707971491818818,0.402341641177549,-0.31155253212737266,0.05616534222974544,-0.6848100909403132,1.1394006845433007,-0.5788496647644155,-161.6114330068355
1.3675972398067135,-1.217938511593151,1.034409886481518,1.0289354925948542,-0.0722870075600049,-0.9962126403710662,-0.09038200727694681,-0.30496363785442043,-9.911866939857704
-0.39727181432879766,-0.3090129690471222,-0.13288057758695562,1.15233156478312,1.079618592036821,-0.2977908794017283,-0.637437025552229,-1.6760038063299767,-85.49303365668786
0.9432607249694948,0.7732529774025997,0.7471883342046318,-2.659172237996741,0.6063195243593807,-1.188944955203736,-0.7047002758562337,-1.1838806401933177,-143.0666947807517
0.8640523004976479,1.2248705641936597,-2.2396040586617367,-1.2796891732042395,-0.5854312042777726,0.4014990550902875,-2.369586905226603,0.06485610634357618,-105.61378193854128
0.3169426119248496,0.8568306119026912,0.920858823780819,-1.0342428417844647,0.681594518281627,0.3187276529430212,1.1880297923523018,-0.6510255933001469,130.43074161230572
0.06326199420033171,-0.5973160689653627,0.1565065379653756,-1.4240609089825316,-0.49331988336219407,0.23218103620027578,-1.5407970144446248,-0.237921729736007,-256.77298252014026
