Feature1,Feature2,Target
-1.4582105838732677,1.059536687870039,1
0.40740237350773173,-0.054746129567321104,0
0.8123225993595684,0.8962818637078884,1
0.4851695331785433,0.6539358274484576,1
-0.195236678709599,0.9529273500487305,1
1.7197830891054684,-1.78775076681219,0
1.4334143765783074,-1.2492442446095393,0
1.05543735613431,0.8356822554827189,1
0.32838088951160077,-1.2641358106472167,0
0.00298211269099294,0.9010723272435566,1
-0.9508655615610785,0.8794952000396293,1
-2.099525113407496,-0.14101399466866596,0
-0.5266468892518157,0.8222163049884044,1
-1.2843803788637198,0.7070126663031433,1
0.5723073990488386,-1.4943565710089894,0
-2.4898406831519706,0.08399880507535389,0
-0.5478341243798337,0.9001100219943012,1
0.23411642452247286,-0.6626924247515441,0
0.4978849063185471,1.000687009623119,1
-1.324876713931129,0.6960869628420332,1
-1.0735130569960236,-0.09048545015465315,0
0.25400140187275005,0.9517921739255282,1
-0.47819737402208623,0.6560064383876204,1
0.32451448953912226,0.5892555659298362,1
0.24439196178577585,0.7477598948425651,1
-1.324005313289762,0.7628409153904057,1
-0.90373910557851,0.670683580080357,1
-1.9653538402599195,0.02310524602689811,0
0.8360971478543788,-0.5542610481382698,0
1.4863051624216004,-2.0956425867199244,0
0.04933498962398694,-0.5559509802736948,0
-0.06637093793596535,0.6489837637536178,1
0.44043811473148053,-1.0191242646153662,0
1.4741960603344124,-1.3700219525623238,0
-0.8558019600915118,-1.2400485293522052,0
0.15796698721232233,-1.7675352443410244,0
-0.4947335667166214,-1.026125557685277,0
-1.3784396387898579,-0.6174823231806938,0
-0.673865670672733,0.6000086637642207,0
0.4216993879232948,0.7662594561333534,1
0.397060724389354,-1.4155027292600775,0
1.3578677309115765,0.795507277126213,1
-0.5221532791115603,-0.8824547263592937,0
2.6308566787618437,-2.3549305519308352,0
-0.5914736874219666,-0.2454555155350589,0
0.8257189560197536,0.8936264941865122,1
1.767284260566519,0.7069352996964138,1
0.08284519900028198,-0.5646551909389811,0
0.8618427154686071,0.7720025152744642,1
-0.8537823248257683,-0.23990414337705712,0
-0.1220309577040521,0.6177006339156038,1
-1.9383331975827596,1.0916525579987222,1
0.5361731111049759,-1.4686928384860676,0
-1.1578309788926875,0.6444960116147042,1
2.271041467916293,-1.1381648530938662,0
0.9757226852636155,0.7147549777619174,1
1.0189818361731517,-1.3001820918912106,0
0.5754987688337933,-2.2638757869382857,0
-0.005371491403961628,0.8925548791206103,1
0.6839361676956707,-1.7393827720853436,0
0.9994384512467027,0.6358662517150043,1
0.38512461578151935,0.6217999869384243,1
0.29744625060413826,-0.7245395201059062,0
-0.5774544867977136,0.9378510538054134,1
-0.5597054473660188,-0.2647597452731071,0
-0.058044878064142914,0.6902620406247328,1
0.9097368626942214,0.65944137779399,1
-0.48501596438447864,0.7559245565369742,1
0.10624822056252775,-0.6547526138474524,0
1.1395369262383381,0.9412697264427312,1
0.6612095630362098,0.8151721356710613,1
-0.033007485413193594,-0.9011368852348738,0
0.9215416303909671,-1.4670378675292104,0
-0.9344677316805232,0.9044522881815963,1
-0.20708798260527472,0.6082631834083351,1
-0.2236008544443489,-0.9088295980773728,0
-0.22760150314519068,0.7062074121788545,1
-0.6869693113154295,0.9761861504919749,1
0.3233815436332857,0.7160580220389129,1
-1.3718813605165308,0.12221414309336397,0
1.3962142807898472,-1.109330322056305,0
-1.9580061067559935,1.053779680097394,1
0.3745710935393904,-1.0406042646683067,0
-0.6870062922697437,1.111805087422071,0
0.24616106098638413,-2.4145716319407984,0
0.2597753361089615,-2.2410163051825727,0
0.1938080885015029,-0.23489364149435463,0
-0.23097657431970087,-0.3711554030042981,0
-1.7043103399800363,1.1325172829339842,1
-0.8659364395766664,0.9417901628694336,0
1.0649665412377627,0.7264250432908547,1
-0.9660230308937369,-0.5803640089746492,0
-0.10646037077497779,0.9119810987230238,0
0.637561993062859,0.006948078107611246,0
-1.1551012940554775,0.8245916871025536,1
0.4823968412526277,0.7174837534497484,1
-0.39745366081405875,0.9474557616023584,1
-0.029841519912934905,-0.25712059277194066,0
-1.0561031822531828,0.5989930130663964,1
2.1823725607368494,0.7742228739623896,1
