x,y
0.5488135039273248,1.5150520874629714
0.7151893663724195,2.880791976221933
0.6027633760716439,2.438357972008518
0.5448831829968969,1.3216445228551816
0.4236547993389047,2.5914356955756093
0.6458941130666561,3.239732814148604
0.4375872112626925,2.4645642081052106
0.8917730007820798,2.6935835836579844
0.9636627605010293,2.3919492102467874
0.3834415188257777,2.2941089011171236
0.7917250380826646,2.3818616026787396
0.5288949197529045,2.6690123746970227
0.5680445610939323,2.2402266112262947
0.925596638292661,3.3395127948271783
0.07103605819788694,1.3202553149829748
0.08712929970154071,1.5275451834990554
0.02021839744032572,1.0456868052410617
0.832619845547938,3.558174938048794
0.7781567509498505,2.6197695482515106
0.8700121482468192,2.9410189782159892
0.978618342232764,3.898812032993655
0.7991585642167236,1.924437597862224
0.46147936225293185,1.2877162252629968
0.7805291762864555,3.0457567066519164
0.11827442586893322,0.6499871491807865
0.6399210213275238,3.251652635479694
0.1433532874090464,1.0798970844382192
0.9446689170495839,2.515610428378789
0.5218483217500717,3.005167656740336
0.4146619399905236,2.5695812756982592
0.26455561210462697,2.4628907044225388
0.7742336894342167,3.0014897080061256
0.45615033221654855,1.4816878219057459
0.5684339488686485,3.091900374286814
0.018789800436355142,0.90357791539702
0.6176354970758771,2.6364991920499516
0.6120957227224214,2.697817429331717
0.6169339968747569,2.1563629472040966
0.9437480785146242,3.1945358422022885
0.6818202991034834,2.8247439339902303
0.359507900573786,1.9072285667253868
0.43703195379934145,1.3243635123065856
0.6976311959272649,2.544381478957558
0.06022547162926983,1.783643891602055
0.6667667154456677,1.9862495010256525
0.6706378696181594,2.2664584690724836
0.2103825610738409,1.203188346286863
0.1289262976548533,2.1824844595493778
0.31542835092418386,1.9670040803545854
0.3637107709426226,1.9311524600058005
0.5701967704178796,1.755435503613101
0.43860151346232035,2.1468276225705494
0.9883738380592262,2.6395813457897646
0.10204481074802807,1.2200049006332316
0.2088767560948347,1.0998304730002288
0.16130951788499626,1.6608356832432425
0.6531083254653984,2.5945120592382676
0.2532916025397821,1.4024338272905668
0.4663107728563063,2.130624902043435
0.24442559200160274,0.9423204296379526
0.15896958364551972,0.5723103709382367
0.11037514116430513,1.4404461329608786
0.6563295894652734,2.3959959266168114
0.1381829513486138,1.593881621143281
0.1965823616800535,2.5847371107920782
0.3687251706609641,2.2096900848171352
0.8209932298479351,2.1855753469737906
0.09710127579306127,1.752710695634049
0.8379449074988039,2.0179361097418473
0.09609840789396307,0.9614045133805716
0.9764594650133958,2.918798127364476
0.4686512016477016,2.7939737641200866
0.9767610881903371,2.581144765356454
0.604845519745046,1.7964717701605848
0.7392635793983017,2.429300896583887
0.039187792254320675,0.7466364413275877
0.2828069625764096,2.1289318862060727
0.1201965612131689,0.7004273682446261
0.29614019752214493,1.0185460688387387
0.11872771895424405,1.0185454155362712
0.317983179393976,1.3869501334417995
0.41426299451466997,2.793292015937833
0.06414749634878436,1.6030053961604491
0.6924721193700198,2.4287198594326354
0.5666014542065752,1.5204851489980662
0.2653894909394454,1.9529604700796643
0.5232480534666997,1.5463884332386169
0.09394051075844168,0.41549547312807755
0.5759464955561793,2.745907887288509
0.9292961975762141,3.0170637011148527
0.31856895245132366,2.097567316793057
0.6674103799636817,2.494184586398874
0.13179786240439217,1.69201103076013
0.7163272041185655,2.107141611587058
0.2894060929472011,1.0616907650021699
0.18319136200711683,1.7071799831550472
0.5865129348100832,1.7713210375332455
0.020107546187493552,0.6954402034998868
0.8289400292173631,2.4301138066760544
0.004695476192547066,1.0181305318976226
